pageid,ns,title,extract
3817718,0,Antwerp International Airport,"Antwerp International Airport (IATA: ANR, ICAO: EBAW) is a small international airport serving the City of Antwerp in the Province of Antwerp in the Flemish Region of Belgium. Located 2.9 nautical miles (5.4 km; 3.3 mi) south of the city, it is used for some scheduled and charter flights as well as business and general aviation and served 273,130 passengers in 2017."
5678805,0,Antônio Carlos Jobim International Airport,
59624475,0,Aomori International Airport,
43271327,0,Apia International Airport,
2644407,0,Appleton International Airport,"Appleton International Airport (IATA: ATW, ICAO: KATW, FAA LID: ATW), formerly Outagamie County Regional Airport, is an airport located in Greenville, Wisconsin, United States, 3 nautical miles (5.6 km; 3.5 mi) west of Appleton. It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2021–2025.  Along with Madison’s Dane County Regional Airport, it is one of two airports in the State of Wisconsin categorized as a small hub. The airport covers 1,638 acres (6.63 km2) at an elevation of 918 feet (280 m) above sea level.It is the third busiest of eight commercial airports in Wisconsin in terms of passengers served. In 2016 the airport contributed $676 million to the Northeastern Wisconsin economy. In May 2018, Appleton International Airport was the fourth fastest growing airport in the US. It is the main base of privately owned regional airline Air Wisconsin and was the original home of Midwest Airlines. Midwest Airlines grew out of Kimberly-Clark subsidiary K-C Aviation, which was sold in 1998 to Gulfstream Aerospace, which retains a major facility at the airport, focusing on maintenance and interior completions.
The airport attracts people heading back and forth between the EAA's AirVenture, Air Academy and other programs in nearby Oshkosh. Starting in 2017, the airport began to offer camping for AirVenture. Appleton International is also used for people heading to events at Lambeau Field in nearby Green Bay, most popularly Green Bay Packers games."
2429925,0,Arad International Airport,"Arad International Airport (IATA: ARW, ICAO: LRAR) is located 4 km (2.5 mi) west of Arad, in western Romania, in the historical region of Crișana. The airport is located only 60 km (37 mi) north of Timişoara Airport. Arad International Airport also has a cargo terminal, the largest and most modern in western Romania. It is located 250 km from Budapest and 300 km from Belgrade. It is located near the border with Hungary, only 30 km from the closest point for crossing the border - Turnu and 20 km away from the closest railway point for crossing the border - Curtici. The airport also serves as the SMURD regional air ambulance base for the five western counties that form the region (Arad, Bihor, Timis, Hunedoara and Caras-Severin). SMURD Arad operates 1 Eurocopter EC135 converted for the air ambulance role. Arad Airport is directly connected to the A1 motorway (part of the Pan-European Corridor IV), one of the most important and heavily used motorways in Romania."
37088322,0,Arak International Airport,
37487423,0,Aranmula International Airport,"Aranmula International Airport was an airport project planned to be built at Aranmula, Pathanamthitta district of Kerala in India, at a cost of ₹20 billion (US$270 million). The airport never received the necessary clearances and the project was abandoned. The airport was proposed to be built on about 700 acres (2.8 km2) of land. The controversial project faced strong protest from environmentalists and opposition parties of Kerala. After the Supreme Court of India ratified an order of National Green Tribunal verdict declaring Aranmula Airport Project in violation of environmental requirements, the Govt of India withdrew its sanction for the Airport leading to the termination of the project."
34707571,0,Arbil International Airport,
4363062,0,Arequipa International Airport,
25871330,0,Argyle International Airport,"Argyle International Airport  (IATA: SVD, ICAO: TVSA) (often referred to as Argyle Airport or simply AIA) is an international airport in Saint Vincent and the Grenadines, about 5.17 miles (8.32 km) from Kingstown.  The airport is one of St. Vincent and the Grenadines' most important infrastructure assets and the country's first international airport.  This airport connects St. Vincent and the Grenadines to major airports such as Miami International Airport, John F. Kennedy International Airport, Toronto Pearson International Airport, London Heathrow Airport as well as other airports in the Caribbean. It is the largest of five airports in the multi-island nation of St. Vincent and the Grenadines and the largest international gateway into the country, the others being J. F. Mitchell Airport in Bequia, Canouan Airport, Mustique Airport and Union Island Airport all in the Grenadines.  Argyle International Airport serves as a major gateway to the Grenadines, with several airlines operating an extensive network of direct domestic flights from AIA to all destinations in the Grenadines. The airport is the second solar powered airport in the Caribbean, following V. C. Bird International Airport in Antigua.

"
7656922,0,Aristides Pereira International Airport,"Aristides Pereira International Airport (Portuguese Aeroporto Internacional Aristides Pereira) (IATA: BVC, ICAO: GVBA) is an airport in Cape Verde located on the island of Boa Vista, about 5 km southeast of the island capital Sal Rei. It is the third-busiest airport in the country."
3312387,0,Arkansas International Airport,"Arkansas International Airport (IATA: BYH, ICAO: KBYH, FAA LID: BYH) is a public use airport located three nautical miles (6 km) northwest of the central business district of Blytheville, a city in Mississippi County, Arkansas, United States. It is owned by the Blytheville Gosnell Regional Airport Authority."
574189,0,Arlanda International Airport,
22892364,0,Armstrong International Airport,
36543461,0,Arroyo Barril International Airport,
64569471,0,Arthur Napoleon Raymond Robinson International Airport,
398375,0,Arturo Merino Benitez International Airport,
105002,0,Arturo Merino Benítez International Airport,"Arturo Merino Benítez International Airport (Spanish: Aeropuerto Internacional Arturo Merino Benítez) (IATA: SCL, ICAO: SCEL), also known as Santiago International Airport and Nuevo Pudahuel Airport, located in Pudahuel, 15 km (9.3 mi) north-west of downtown Santiago, is Chile's largest aviation facility and busiest international airport.
Arturo Merino Benítez International Airport has domestic and international services to destinations in Europe, Oceania, Africa (cargo only), Asia and the Americas. In 2011 it was the ninth busiest airport in Latin America and the sixth busiest in South America by passenger traffic. It was the seventh busiest airport in Latin America by aircraft movements, serving 124,799 operations. Its location in Chile's most populated area, as well as in the central part of the country makes of it an ideal main hub and maintenance center for most local airlines such as LATAM and Sky Airline. LATAM Airlines accounts for approximately 82% of the airport's total commercial operations.The airport is owned by the Chilean government and has been operated since October 2015 by Nuevo Pudahuel, a consortium of companies formed by Aéroports de Paris (France), Vinci (France) and Astaldi (Italy). Air traffic control is handled by the Directorate General of Civil Aviation.
Its ICAO category is 4F. The airport functions as a joint civil-military facility. It is the headquarters of the Chilean Air Force 2nd Air Brigade and where its 10th Aviation Group is based.
Santiago International is the longest non-stop destination for most European carriers including Iberia, Air France, and British Airways from their respective hubs in Madrid–Barajas Airport, Paris–Charles de Gaulle, and London–Heathrow Airport. In addition, LATAM flies to Frankfurt.aThe airport is also Latin America's main gateway to Oceania, with scheduled flights to Sydney, Melbourne, Auckland, Papeete and Easter Island."
390500,0,Arturo Michelena International Airport,"Arturo Michelena International Airport (IATA: VLN, ICAO: SVVA) is an airport serving the city of Valencia in Venezuela. The airport was named after artist Arturo Michelena, who was born in Valencia. It is a hub for Turpial Airlines and a secondary hub for Avior Airlines."
32934797,0,Asaba International Airport,"Asaba Airport (IATA: ABB, ICAO: DNAS) is an airport serving Asaba, the capital of Delta State of Nigeria. The airport  handles domestic services connecting the city to Nigeria's major metropolitan centres. It also serves Onitsha, across the Niger River in Anambra State.
The airport was opened with great expectations in 2013, but rapid deterioration of the new runway has required major restoration. The Delta State government signed a concession agreement with a consortium of private companies to manage and run the Asaba Airport for a period of 30 years in February 2021. Aside from the companies upgrading the infrastructures at the airport, the major concessionaire is to pay annual royalty to the state government until the airport is again handed back to the state."
